datetime,name,message,score,positive_value,negative_value,joy,surprise,sadness,pleasant,fear,anger,neutral
30/11/2022 20:05,Cumberoil ,มิเมียร์ไม่ได้พูดดดด,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,AlaNa ValkyRie,ชอบหน้าปกคลิปมากเลยค่ะ :grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::_hellothere:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Elysia s Chair,มิเมียน์บอก ไม่ได้เล่าสักที,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Doratong24,มีเมียร์บอกไม่ได้เล่าอีกแล้ว 555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Theerapat Zong,คุมพ่อตัวอย่าง ปี2022,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Very normal guy,มิเมียร์ไม่เคยได้เล่าเรื่องจบ 55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Nightbot,รับนกอ้วนไปเลี้ยงเพื่อจอยช่องแชท และสิทธิพิเศษเพียบ! https://www.youtube.com/channel/UC4pl...,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,พี่ ผมอ่ะปอสองงง,มิเมียร์เล่าเรื่องแม่มดไม่จบสักที55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,ford F.,ดีครับพี่ มานานยังครับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,evejangja,จริง ชอบภาคนี้จัด,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Tammy,ป๊ะป๋านุ่มฟู,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,MIRAmini,อ่อนโยนเพราะมีลูก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Monkey D Primo,:_wat:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,lapland greywolf,เดะมาดูต่อครับ ติดงานพอดี,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,S.kanraphi,พ่อเตาปฎิกร,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Jack Ketthim,มิเมียร์เล่าไม่จบซักที555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Chanchai Kongwittayakhom,ที่มีเมียบอก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,ณัฐิวุฒิ สุกใส,หรือเพราะเเก่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Reven Rose,เมื่อไหร่มิเมียร์จะได้เล่า 55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Shigeru G.,เมื่อไรจะได้ฟังจนจบ555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,evejangja,พอมีคนที่รัก เราก็จะอ่อนโยน,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Khing Povarin,วันนี้ขอคำคม ให้มีใจในการออกกำลังกายหน่อยพี่เอก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,MIRAmini,6 ตัว,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Tearos,Mimir เริ่มโกรธแล้วนะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,CHW?Aur?,9 ค่ะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Book Wuttipong,nope...,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,FIRST Mk,ป่ะป๊านู่มฟู,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Very normal guy,มิเมียร์พยายามเล่าเรื่องเดิมมา 3 รอบละ สงสาร,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Nannergy B,แข็งไปก็ใช่ว่าลูกจะฟัง,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Mook,Welcome New Member!,66.67,1,0,0,0,0,0,0,0,0
30/11/2022 20:05,Pear Sisky,เริ่มอยากซื้อมาเล่นบ้างล้าา,66.67,1,0,0,0,0,0,0,0,1
30/11/2022 20:05,Kanomcolnwzaa,ยังไม่ส่งไม่นับ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:05,dawwadung,แล้วบ้านพี่เอกเลี้ยงหมามั้ย,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Filmily Panz,ถ้าเอกมีลูกจะเป็นไมโครเวฟมั๊ยนะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Kun D,:_conan::_yesrong:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,akanipong gonkham,:_wow::_wow::_wow:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,CHW?Aur?,เอ้าจำว่า 9,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:05,Wenldy Blue,มีด คมมากครับ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:05,evejangja,รีรันมั้ยนะ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:05,วศิน เฮงมีชัย,อบอุ่นจริงๆ แต่เครโธสไม่ใส่เสื้อ555,66.67,1,0,0,0,0,0,0,0,0
30/11/2022 20:05,MIRAmini,ใช่ได้มาแล้ว1 แต่พี่ยังไม่ได้เอาให้กระรอก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,Freekick042,ส่งคืนทีเดียวก็ได้มันนับให้แล้ว,66.67,0,1,0,0,0,0,0,0,1
30/11/2022 20:05,Mintny Bambi,5555555,66.67,0,1,0,0,0,0,0,0,0
30/11/2022 20:05,Nat'nat Kanjana,:_conan::_conan::_conan::_conan::_conan::_conan:,66.67,0,1,0,0,0,0,0,0,0
30/11/2022 20:05,FIRST Mk,ห๋ะ:_confuse:,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:05,ppowderz,หะ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:05,CHW?Aur?,เอ้อะ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:05,รีเบคก้า กุ๊กๆ,คุ้นๆอีกแลเว,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:05,NARDEAR KRS,เดี๋ยวๆๆๆ 5555,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:05,evejangja,หื้อ,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:05,KitisaSukonbu ShiroganeKishidan TH,ห้ะ 555555,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:05,Nannergy B,ห้ะ ,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:05,Narsha Shalot,ห๊ะ,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:05,leeleekaosuay,ป๊าเริ่มรู้จักแสดงความรู้สึกออกมา ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,iconc._,คมกริบ,66.67,1,0,1,0,0,0,0,0,0
30/11/2022 20:06,Moonista Gal,ห้ะ,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:06,Nui Jintana,หะ 55555,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:06,Mint Mintt,ห๊ะ ,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:06,KEYEIIXX,อะไรนะคะ,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:06,Khing Povarin,เดี๋ยวนะคะ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,NINKYNINK,เหมือนจะคุ้นๆ555555,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,CHW?Aur?,ไม่คุ้นไม่ชิน,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,NongGamgams,ไม่คุ้นเลยยย555555,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:06,Aisuke,อะหื้ออ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:06,NEONN N,คุ้นอีกละ5555555,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Mintny Bambi,มีนึกด้วยนะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,Very normal guy,คำคมเปลี่ยนไปทีละนิด,66.67,0,1,0,0,0,0,0,0,1
30/11/2022 20:06,Piraya P,55555คำคมละมีกลจออกกำลังเยอะเลย,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Moonista Gal,คมยังไง 555,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Origi Mon,แตกหน่อก็มา,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,evejangja,คมจัด,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:06, Be Slow,ดูตรงจับ พี่น่าจะไ้มาละมะ1ตัว แค่ไม่ได้ส่ง,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,Amaraporh Ppd,มีแรงออกกำลังกายเลย,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Awesome,:_confuse::_confuse:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,ppxone,ห้ะ55155155151515115,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:06,กระต่าย ผู้ไม่กินผัก,ห้ะ,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:06,LUMIN?US NUT,อะไรนะ 5555555,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,MIRAmini,คำคมไม่ใช่หน่อไม้,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Beary Pipatthana,คำคมนี่บาดมือไหมพี่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,SPP SLJ,555 คำคมที่ทำให้มีกำลังออกเลยทีเดียวเชียว,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,FIX,Welcome to ร้อนในเริ่มต้น!,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,MIRAmini,แตกหน่อ ยังกับหน่อไม้,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Pornpimon,Welcome to ร้อนในเริ่มต้น!,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,FIRST Mk,เฮลิฮอปเต้ออ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Jedi Duck,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,Tom,:_hello::_hello::_hello:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,THE ZERO,คำคมที่ต้องย้อนฟังอีกรอบ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,CHW?Aur?,เฮริหอบเตอ เฮริหอบเตอ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,Wenldy Blue,ฮาริหอบเตอร์ ยังอยู่วววว,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,Pupu Riru,จอดไกลเกินเลยไม่โดน,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,TinyGirlz InHeartLandZ,คำคม = มีด ดาบ = คมมากค่ะ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,evejangja,อ้าว มืด,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,-Rain-,gameplay สนุกมากก ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Very normal guy,หน้ามืดเลย,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,MIRAmini,เทาเบย,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,NINKYNINK,ใครดูดสี,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,ณัฐิวุฒิ สุกใส,เเดงเเล้ววววว,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,FIRST Mk,เอาว่า,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,FIX,ในที่สูดดดด,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:06,leeleekaosuay,ป๊าหน้ามืด,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:06,Wenldy Blue,ตัดไข่ หะ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:07,MIRAmini,ตำแมลง ไม่นะ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,FIRST Mk,ตำปลากรอบ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:07,Nat'nat Kanjana,:_wat::_wat::_wat::_wat::_wat::_wat:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,Moonista Gal,หลอดแดงแล้ว,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,evejangja,เท่จัดดด,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:07,imvi,สุดจัด,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,Nitipun Srisang,พี่เอกขอแรงใจเชียร์เดนมาร์ก หน่อยครับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,แอะแคะแซะแถะแนะ,ครกจะแตก,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,Awesome,หน้าแดงง,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,Mintny Bambi,สวยค้าบ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,dawwadung,คำคมหรือหน่อไม้ 5555,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,Very normal guy,555555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,Theerapat Zong,ทุ่มเท,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,Pattarapong Wongsri,ตำแหลกจนครกไหม้,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,NINKYNINK,:_555::_555::_555::_555:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,Mink Or Mint,:_lol::_lol::_lol::_lol:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,รีเบคก้า กุ๊กๆ,เฮลิค้อปเต้อ เฮลิค้อปเต้อ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,TAO TAO,สวัสดีค่าาาา,0,0,0,1,0,0,0,0,0,0
30/11/2022 20:07,MIRAmini,ไม่รู้แต่ไม่กิน,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,TinyGirlz InHeartLandZ,ทุ่มตัวและหัวใจ (ให้ใคร?),0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,NINKYNINK,ถ้ามีก็ไม่กินนะ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,NongGamgams,มาทุกตำ,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:07,รุ้ง,:_wow:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,FirstMystery,อย่าลืมเก็บเหรียญ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:07,evejangja,สวัสดีค้าบบ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:07,Number02,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,Wenldy Blue,เฉลยตอนจบเครโทสไปขายส้มตำ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,My Name is เมฆ,ล่างลิฟมีของงงงงงงงงง,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:07,leeleekaosuay,อย่าลืมใส่นม เอ้ะ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:08,Iamvvipa,สวัสดีค่ะพี่เอกกกน้องพึ่งมา,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,Style N,ขอท่าเฮลิค้อปเตอร์แบบใส่ทำนองได้ไหมพี่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,9 Q,Welcome to ร้อนในเริ่มต้น!,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,Nightbot,อย่าลืมซื้อสติ๊กเกอร์ไลน์นะ อันนี้ดีhttps://store.line.me/stickershop/pro...,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,Mintny Bambi,พี่ใจเย็นๆ5555 เพิ่งเริ่ม,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,Purinut Kiti,ของใต้ลิฟท์,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,MIRAmini,ตำแมลงแค่คิดก็หยุมหยุย,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,H a w k,:_wow:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,NINKYNINK,อาเทศยืนเอเอฟเก,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,chadumismyfav,อันชาตที่ทอม ฮอลแลนเล่นกำลังจะเข้าเน็ตฟลิค พี่เอกดูแล้วสนุกไหมฮะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,รีเบคก้า กุ๊กๆ,สรุปนี่เกมทำอาหารหรอคะ555555,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,Yueying1005,นี่มันลิฟท์ที่อเทรสมากับซินดรี้นี่ ใช่มะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,Mami PK,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,1Ris Podcast,หิวส้มตำ พรุ่งนี้ต้องจัดล่ะ,0,0,0,0,0,0,1,0,0,0
30/11/2022 20:08,NEONN N,ฮึ่ยยย หิวส้มตำจุง:_lol:,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,Peter Panz,คมจนเกือบขิต,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,My Name is เมฆ,ล่างลิฟมีของงงงงงงงงงงงงงงงงงงงงงงงงงง,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,FIRST Mk,แม่นมาก:_confuse::_wow:,0,0,0,0,0,0,0,0,0,1
30/11/2022 20:08,Mintny Bambi,เอาว่าาาา แม่นจัด,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,Very normal guy,ได้เฉย,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,KitisaSukonbu ShiroganeKishidan TH,1st try,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,Yueying1005,จำพลั่วที่ซินดรี้ซ่อมให้ได้,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,Jane T'Night,ขวานสไนเปอร์,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,NARDEAR KRS,แม่นๆเท่อะคับ ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,evejangja,นั่นน่ะสิพี่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,NongGamgams,แม่นจัด,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,Palm Paphass,เดินจากบนสุดมั้ยคะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,MIRAmini,God of chef ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,NINKYNINK,โดนได้ไงงง,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,evejangja,ทำไงน้า,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,Book Wuttipong,เดินอ้อมจากทางอื่น,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:08,zDeandalusz,ถ้า ลินเวิร์มมันจะเป็นเครื่องหมาย ? บนแผนที่ครับพี่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,NAME NON,เคโทสพาชิม,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,Threwiiy,ลงจากด้านบนงับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,K ZV,:_hello::_hello::_hello:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,Book Wuttipong,yep,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,Wenldy Blue,เย่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,snownoona,ปกติชอบกินตำแตงไหมคะ5555 ตำมาตั้งแต่ภาคที่แล้ว,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,Ceyltan,ยูทูปไม่แจ้งเตือน,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,na min,ซับมา 6 เดือนเพราะมีคนแจก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,MIRAmini,สวย,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,Nightbot,ไหวโลน,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,Origi Mon,นึกสภาพเราอยู่ในสถานที่นี้ ด้วยชุดแบบนี้ หนาวขิตต :_lol:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,chadumismyfav,เจอทางตีมอนก่อนเจอทางเก็บของ 555555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,1iceic,:_hellothere::_hellothere:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,marissa fin,:_bye:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,simonsyn,เข้าสายค้าบบบ เช็คชื่อทันมั้ยยย,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,รีเบคก้า กุ๊กๆ,อาโหร่ยยยยย,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,evejangja,เป็นผักนี่เนาะ 5555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,FIRST Mk,แตงกวาเป็นผัก:_lol:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,NINKYNINK,ตำแตงเหม็นนะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:09,?9?s__,55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,MIRAmini,ไม่กินผักจ๊ะไม่กินผัก ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,NEWGATE48,พิเอกไม่กินผักกกกกกก 555555+,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Nannergy B,ไม่ชอบแตงหรอ? อ๋อ ไม่ชอบผัก:_lol:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,-Rain-,แตงคือผัก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Pornpimon,สมาชิกใหม่ สวัสดีค่ะพี่เอก~เคโทสสมัยที่เคยเล่นPs2คือคนละคนเลยกับตอนนี้,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Lucky B,:_yey::_yey::_yey:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Nightbot,รับนกอ้วนไปเลี้ยงเพื่อจอยช่องแชท และสิทธิพิเศษเพียบ! https://www.youtube.com/channel/UC4pl...,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Awesome,เป็นร้อนในพึ่งหายเลยพี่:_hellothere:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,marissa fin,อยากเล่นฟอกายกับพี่เอกอีก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,NARDEAR KRS,ผัก = ไม่กิน 555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Mint Mintt,เป็นผัก 5555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Mintny Bambi,ขึ้นชื่อว่าผักไม่แตะเลยจริงๆ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,KEYEIIXX,5555555 ตำอะไรบ้างที่ไม่ใส่พืช,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,NoPants CH,ขึ้นตอน atreus,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,NEONN N,อร่อยนะ แต่เข้าใจคนไม่กินผัก55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,NINKYNINK,ดีนะมะละกอเป็นผลไม้,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Mira_Mo,เอ๋ แต่แตงไม่ใช่ผักนะคะืพี่ไม่กินหรอ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,24-ก.พ.,:_hello::_hello::_hello::_hello:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,evejangja,อะไรเหม็นเขียวไม่ไหวๆ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,FIX,แต่เป็นผักแต่อร่อย,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,MIRAmini,ชื่อเป็นผัก=กระเพาะไม่รับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,มัชโรทัย ทูลระประพัยน่า,หมูกินผักให้แล้วเราจะกินผีกอีกทำไม,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,OrnJa,ผักที่รับได้มากที่สุดของตะเอกคือระดับไหนนะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Noon Highlight,มันอร่อยนิดนึงนะพี่555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,NAME NON,ตำแมลงอร่อยไหมครับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Very normal guy,น่าจะใช่พี่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,รีเบคก้า กุ๊กๆ,ตำเสวม่อน แซ่บนัว:_noir::_noir:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Jedi Duck,ตำแตง ตำรวจ ไม่ชอบตำไหนกว่ากันครับ 55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Kanjana R.,ใช่ๆ แนะนำให้เคลียร์นักรบคลั่งๆ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,มินจุน,สวัสดีค้าาา,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Origi Mon,ตำคอหมูย่างคือที่!!,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,LT Chang,รูปปั้นธอร์,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Aummarin Pom Kamyoo,เหมือนมีของใต้ลิฟ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Kanjana R.,ของดีๆๆ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Nannergy B,แตงเป็นผลไม้,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,Ray Sunanthirath,แตงกวาเป็นผลไม้นาาา,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,ณัฐิวุฒิ สุกใส,จัดเลยพี่อีก 2 หลุม,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,KEYEIIXX,ตำมุกรอบ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,SLOTH,:_conan::_conan::_conan::_conan:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:10,มินจุน,:_punch:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Very normal guy,รอยแยกอิกดราซิลนี่ลูกนิดฮอกมั้งครับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Mintny Bambi,วันนี้มาฟาร์มไปหมดอะครับ5555,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,MIRAmini,ลองๆ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Chornor_,Welcome to ร้อนในเริ่มต้น!,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Rindaman,ยังครับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Surachet Lochanti,ผมเจอเครโทสในกลาเดียนฮอลลิเดย์ด้วยพี่,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,FIX,:_wat:,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,PConsoul,รอยแยกอิกดราซิลคือลูกนิดฮอก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,FIRST Mk,ได้เลยค่ายาวๆไป,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,THE ZERO,หมูกรอบกับน้ำจิ้มแจ่ว,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Talay,ดีงับตาเอก,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Tatpiya Jirasakrojn,ยังไม่หมดครับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Monthita,รอยแยกน่าจะจับลูกนีทฮ๊อกนะคะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 20:11,Krerkbura Chanprim,รอยแยกคือที่การ์มเปิดไว้งับ,0,0,0,0,0,0,0,0,0,0
